,files,keys,en,hi,id,zh-Hant,ja,zh-Hans,Base,th,vi,ko
0,Flabuless/Presentation Layer/NewEventDesign/NewCheckinViewController/CustomCells/EventDescriptionTableViewCell.strings,"""DiX-QH-gGp.text""","""Lorem ipsum dolor"";","""Lorem ipsum dolor"";","""Lorem ipsum dolor"";","""Lorem ipsum dolor"";","""Lorem ipsum dolor"";","""Lorem ipsum dolor"";",,"""Lorem ipsum dolor"";","""Lorem ipsum dolor"";","""Lorem ipsum dolor"";"
1,Flabuless/Presentation Layer/NewEventDesign/NewCheckinViewController/CustomCells/EventDescriptionTableViewCell.strings,"""tfY-gd-AQ5.text""","""DESCRIPTION"";","""विवरण"";","""DESKRIPSI"";","""描述"";","""説明"";","""描述"";",,"""รายละเอียด"";","""SỰ MIÊU TẢ"";","""기술"";"
0,Flabuless/Presentation Layer/History/NewHistoryCells/StepGraphCellTableViewCell.strings,"""HY0-UT-6gP.text""","""8000 Steps"";","""8000 Steps"";","""8000 Steps"";","""8000 Steps"";","""8000 Steps"";","""8000 Steps"";",,"""8000 Steps"";","""8000 Steps"";","""8000 Steps"";"
1,Flabuless/Presentation Layer/History/NewHistoryCells/StepGraphCellTableViewCell.strings,"""Afj-71-Z8F.text""","""October 2018"";","""October 2018"";","""October 2018"";","""October 2018"";","""October 2018"";","""October 2018"";",,"""October 2018"";","""October 2018"";","""October 2018"";"
2,Flabuless/Presentation Layer/History/NewHistoryCells/StepGraphCellTableViewCell.strings,"""EAc-Q1-y0p.text""","""12 Pts"";","""12 Pts"";","""12 Pts"";","""12 Pts"";","""12 Pts"";","""12 Pts"";",,"""12 Pts"";","""12 Pts"";","""12 Pts"";"
3,Flabuless/Presentation Layer/History/NewHistoryCells/StepGraphCellTableViewCell.strings,"""IUL-Bh-552.text""","""Avg Steps"";","""औसत चरण"";","""Langkah Rata-Rata"";","""平均步數"";","""平均ステップ"";","""平均步数"";",,"""ขั้นตอนเฉลี่ย"";","""Bước trung bình"";","""평균 걸음 수"";"
0,Flabuless/Presentation Layer/NewEventDesign/EventTitleTableViewCell.strings,"""v01-Od-Zzr.placeholder""","""eg. Yoga Event"";","""eg. Yoga Event"";","""eg. Yoga Event"";","""eg. Yoga Event"";","""eg. Yoga Event"";","""eg. Yoga Event"";",,"""eg. Yoga Event"";","""eg. Yoga Event"";","""eg. Yoga Event"";"
1,Flabuless/Presentation Layer/NewEventDesign/EventTitleTableViewCell.strings,"""f6j-Pb-QMX.text""","""EVENT TITLE"";","""इवेंट शीर्षक "";","""Judul Event"";","""活動標題"";","""イベントのタイトル"";","""活动标题"";",,"""ชื่อเหตุการณ์"";","""Tên Sự kiện"";","""이벤트 제목"";"
0,Flabuless/Presentation Layer/Add meal/MealCarousel/Custom Cell/MealCarouselCollectionViewCell.strings,"""bvp-q9-y5W.text""","""10"";","""10"";","""10"";","""10"";","""10"";","""10"";",,"""10"";","""10"";","""10"";"
1,Flabuless/Presentation Layer/Add meal/MealCarousel/Custom Cell/MealCarouselCollectionViewCell.strings,"""ziq-HL-zkU.text""","""Label"";","""लेबल"";","""Label"";","""標籤"";","""ラベル"";","""标签"";",,"""ป้ายกำกับ"";","""Nhãn"";","""라벨"";"
2,Flabuless/Presentation Layer/Add meal/MealCarousel/Custom Cell/MealCarouselCollectionViewCell.strings,"""t7G-6j-pbk.text""","""points"";","""अंक"";","""poin"";","""分"";","""ポイント"";","""今日总分"";",,"""คะแนน"";","""điểm"";","""포인트"";"
3,Flabuless/Presentation Layer/Add meal/MealCarousel/Custom Cell/MealCarouselCollectionViewCell.strings,"""feO-ER-G7D.text""","""275"";","""275"";","""275"";","""275"";","""275"";","""275"";",,"""275"";","""275"";","""275"";"
4,Flabuless/Presentation Layer/Add meal/MealCarousel/Custom Cell/MealCarouselCollectionViewCell.strings,"""3SF-hb-8VK.text""","""kcal"";","""किलो कैलोरी"";","""kkal"";","""千卡"";","""キロカロリー"";","""千卡"";",,"""กิโลแคลอรี"";","""kcal"";","""킬로 칼로리"";"
5,Flabuless/Presentation Layer/Add meal/MealCarousel/Custom Cell/MealCarouselCollectionViewCell.strings,"""rx5-Gu-mlS.text""","""Label"";","""लेबल "";","""Label"";","""標籤"";","""ラベル"";","""标签"";",,"""ป้ายกำกับ"";","""Nhãn"";","""라벨"";"
0,Flabuless/Presentation Layer/NewEventDesign/NewCheckinViewController/Event Details/EventMapCell/CommonMapTableViewCell.strings,"""fH9-w0-nSl.placeholder""","""Add Location"";","""स्थान जोड़ना"";","""Menambahkan lokasi"";","""添加位置"";","""場所を追加"";","""添加位置"";",,"""เพิ่มสถานที่"";","""Thêm vị trí"";","""위치 추가"";"
0,Flabuless/Layouts/Apps Specific/BenefitSt Fit/Profile/Profile.strings,"""YDr-JA-IbE.text""","""Maximum steps per day"";","""प्रति दिन अधिकतम स्टेप्स"";","""Langkah kaki maksimal per hari"";","""每日步數上限"";",,"""每天最多步数"";",,"""จำนวนก้าวสูงสุด ต่อสัปดาห์"";","""Số bước tối đa mỗi ngày"";","""이번주최고기록"";"
1,Flabuless/Layouts/Apps Specific/BenefitSt Fit/Profile/Profile.strings,"""sIF-B7-mZr.text""","""Connected With"";","""जुडा हुआ ट्रैकर"";","""Tersambung Dengan"";","""已連接"";",,"""已连接到"";",,"""เชื่อมต่อกับ"";","""Đã Kết nối Với"";",""" 데이터 소스:"";"
2,Flabuless/Layouts/Apps Specific/BenefitSt Fit/Profile/Profile.strings,"""fcH-IH-drQ.normalTitle""","""1m"";","""1 महीना"";","""1bulan"";","""1月"";",,"""1月"";",,"""1 เดือน"";","""1tháng"";","""한달"";"
3,Flabuless/Layouts/Apps Specific/BenefitSt Fit/Profile/Profile.strings,"""5cQ-dW-WNp.normalTitle""","""Steps >"";","""कदम >"";","""Langkah kaki >"";","""步數 >"";",,"""步数>"";",,"""ก้าว >"";","""Bước >"";","""걸음 >"";"
4,Flabuless/Layouts/Apps Specific/BenefitSt Fit/Profile/Profile.strings,"""0hr-X9-qAl.text""","""\""Fit body fit mind\"""";","""\""Fit body fit mind\"""";","""\""badan sehat pikiran sehat\"""";","""「健康的身體,健康的心靈。」"";",,"""\""健康的身心\"""";",,"""\""ร่างกายแข็งแรงจิตใจ แข็งแรง\"""";","""\""thân khỏe trí bền\"""";","""\""건강한 몸 건강한 마음\"""";"
5,Flabuless/Layouts/Apps Specific/BenefitSt Fit/Profile/Profile.strings,"""i2b-FN-ABm.normalTitle""","""Edit"";","""संपादित करें"";","""Edit"";","""編輯"";",,"""编辑"";",,"""แก้ไข"";","""Chỉnh sửa"";","""수정"";"
6,Flabuless/Layouts/Apps Specific/BenefitSt Fit/Profile/Profile.strings,"""ttA-2O-ZUK.text""","""Label"";","""लेबल"";","""Label"";","""標籤"";",,"""标签"";",,"""Label"";","""Nhãn"";","""라벨"";"
7,Flabuless/Layouts/Apps Specific/BenefitSt Fit/Profile/Profile.strings,"""cVR-bv-f3w.text""","""1"";","""1"";","""1"";","""1"";",,"""1"";",,"""1"";","""1"";","""1"";"
8,Flabuless/Layouts/Apps Specific/BenefitSt Fit/Profile/Profile.strings,"""2d0-Rk-GG1.normalTitle""","""Add Photo"";","""फोटो लगाएं"";","""Tambah Foto"";","""添加頭像"";",,"""上传图片"";",,"""เพิ่มรูปภาพ"";","""Thêm Ảnh"";","""사진 바꾸기"";"
9,Flabuless/Layouts/Apps Specific/BenefitSt Fit/Profile/Profile.strings,"""cGW-Xg-3wo.text""","""email"";","""ईमेल"";","""e-mail"";","""電子郵件"";",,"""电子邮件"";",,"""อีเมล"";","""email"";","""이메일"";"
10,Flabuless/Layouts/Apps Specific/BenefitSt Fit/Profile/Profile.strings,"""Wwc-ei-W8X.text""","""location"";","""लोकेशन"";","""lokasi"";","""位置"";",,"""位置"";",,"""ที่ตั้ง"";","""địa điểm"";","""위치"";"
11,Flabuless/Layouts/Apps Specific/BenefitSt Fit/Profile/Profile.strings,"""D6d-TU-ywG.text""",,"""\""स्वस्थ शरीर स्वस्थ दिमाग\"""";","""\""badan sehat pikiran sehat\"""";","""「健康的身體,健康的心靈。」"";",,"""\""健康的身心\"""";",,"""\""ร่างกายแข็งแรงจิตใจ แข็งแรง\"""";","""\""thân khỏe trí bền\"""";","""\""건강한 몸 건강한 마음\"""";"
12,Flabuless/Layouts/Apps Specific/BenefitSt Fit/Profile/Profile.strings,"""zTG-gH-HKf.text""","""username"";","""sfksdnfknskdfn"";","""sfksdnfknskdfn"";","""sfksdnfknskdfn"";",,"""sfksdnfknskdfn"";",,"""sfksdnfknskdfn"";","""sfksdnfknskdfn"";","""sfksdnfknskdfn"";"
13,Flabuless/Layouts/Apps Specific/BenefitSt Fit/Profile/Profile.strings,"""9ai-Cf-AYL.normalTitle""","""6m"";","""6 महीना"";","""6bulan"";","""半年"";",,"""半年"";",,"""6 เดือน"";","""6tháng"";","""반년"";"
14,Flabuless/Layouts/Apps Specific/BenefitSt Fit/Profile/Profile.strings,"""wIM-SH-3KK.normalTitle""","""1w"";","""1 सप्ताह"";","""1w"";","""1 周"";",,"""1 周"";",,"""1 สัปดาห์"";","""1tuần"";","""일주"";"
15,Flabuless/Layouts/Apps Specific/BenefitSt Fit/Profile/Profile.strings,"""4yR-gB-FVg.text""",,"""प्रोफाइल जानकारी सार्वजनिक करें"";","""Buat profil saya menjadi publik"";","""公開我的帳戶"";",,"""公开我的账户"";",,"""กำหนดโปรไฟล์ให้เป็นแบบสาธารณะ"";","""Đặt hồ sơ của tôi ở chế độ công khai"";","""공개 계정"";"
16,Flabuless/Layouts/Apps Specific/BenefitSt Fit/Profile/Profile.strings,"""khJ-V7-EVR.text""","""Activities"";","""गतिविधियां"";","""Aktifitas"";","""活動"";",,"""活动"";",,"""กิจกรรม"";","""Hoạt động"";","""활동"";"
17,Flabuless/Layouts/Apps Specific/BenefitSt Fit/Profile/Profile.strings,"""0GJ-sa-z1e.normalTitle""","""Save"";","""सुरक्षित करें"";","""Simpan"";","""保存"";",,"""保存"";",,"""บันทึก"";","""Lưu"";","""완료"";"
18,Flabuless/Layouts/Apps Specific/BenefitSt Fit/Profile/Profile.strings,"""Iq8-J2-yeG.text""","""department"";","""डिपार्टमेंट"";","""departemen"";","""部門"";",,"""部门"";",,"""แผนก"";","""phòng ban"";","""부서"";"
19,Flabuless/Layouts/Apps Specific/BenefitSt Fit/Profile/Profile.strings,"""BVG-gu-SJ9.text""","""Activity History"";","""गतिविधि की हिस्ट्र्री  "";","""Riwayat Aktifitas"";","""活動歷史"";",,"""活动历史记录"";",,"""ประวัติกิจกรรม"";","""Lịch sử Hoạt động"";","""활동 기록"";"
20,Flabuless/Layouts/Apps Specific/BenefitSt Fit/Profile/Profile.strings,"""ZOP-LD-ffY.text""","""empId"";",,,,,,,,,
21,Flabuless/Layouts/Apps Specific/BenefitSt Fit/Profile/Profile.strings,"""lpQ-iK-V3Q.text""","""Likes"";","""पसंद"";","""Suka"";","""個讚"";",,"""喜欢"";",,"""ชอบ"";","""Lượt Thích"";","""좋아요"";"
0,Flabuless/Layouts/Common UI/DashBoards.strings,"""s1F-Ub-3xo.text""","""5Million"";","""5 मिलियन "";","""5Juta"";","""５ 百萬"";","""500万"";","""500 万"";",,"""5 ล้าน"";","""5Triệu"";","""5백만"";"
1,Flabuless/Layouts/Common UI/DashBoards.strings,"""K6e-Qh-y8A.text""","""50Million"";","""50 मिलियन "";","""50Juta"";","""5 千萬"";","""50Million"";","""5000 万"";",,"""50 ล้าน"";","""50Triệu"";","""5천만"";"
2,Flabuless/Layouts/Common UI/DashBoards.strings,"""fxS-r3-Ad2.text""","""0 HRS"";",,,,"""0 HRS"";",,,,,
3,Flabuless/Layouts/Common UI/DashBoards.strings,"""nbc-dq-sfb.text""",,"""अंक"";","""POIN"";","""分"";",,"""分数"";",,"""คะแนน"";","""ĐIỂM"";","""포인트"";"
4,Flabuless/Layouts/Common UI/DashBoards.strings,"""g50-zo-fpL.text""","""0"";",,,,"""0"";",,,,,
5,Flabuless/Layouts/Common UI/DashBoards.strings,"""xbd-HC-CdI.text""","""0 PTS"";",,,,"""0 PTS"";",,,,,
6,Flabuless/Layouts/Common UI/DashBoards.strings,"""fUd-MZ-PT3.text""",,"""के साथ कनेक्ट किया गया "";","""Terhubung Dengan"";","""連結至"";",,"""已连接"";",,"""เชื่อมต่อกับ"";","""Đã Kết nối Với"";",""" 데이터 소스:"";"
7,Flabuless/Layouts/Common UI/DashBoards.strings,"""mbL-ru-SL5.normalTitle""",,"""डैशबोर्ड"";","""Dasbor"";","""主頁"";",,"""主页"";",,"""แดชบอร์ด"";","""Tổng hợp"";","""대시보드"";"
8,Flabuless/Layouts/Common UI/DashBoards.strings,"""4KJ-fe-usl.text""","""Label"";","""लेबल "";","""Label"";","""標籤"";","""ラベル"";","""标签"";",,"""ป้ายกำกับ"";","""Nhãn"";","""라벨"";"
9,Flabuless/Layouts/Common UI/DashBoards.strings,"""UQE-0A-88v.text""",,"""0 अंक "";","""0 PTS"";","""0 分"";",,"""0 PTS"";",,"""0 คะแนน"";","""0 ĐIỂM"";","""0포인트"";"
10,Flabuless/Layouts/Common UI/DashBoards.strings,"""ZyT-Yi-Eqp.text""",,"""आज 12/16/2014"";","""Hari Ini 12/16/2014"";","""今天 2014 / 12 / 16"";",,"""今天 2014-12-16"";",,"""วันนี้ 12/16/2014"";","""Hôm nay, ngày 16/12/2014"";","""오늘 2014/12/16"";"
11,Flabuless/Layouts/Common UI/DashBoards.strings,"""fhA-2R-kBl.text""",,"""एथलेटिक "";","""Atletik"";",,,"""精英"";",,"""แข็งแรงเหมือนนักกีฬา"";","""Vận Động Viên"";","""선수급"";"
12,Flabuless/Layouts/Common UI/DashBoards.strings,"""TN2-Al-wqz.text""","""0"";",,,,"""0"";",,,,,
13,Flabuless/Layouts/Common UI/DashBoards.strings,"""3Vc-0T-eN2.text""","""ACTIVITIES"";",,,,"""アクティビティ"";",,,,,
14,Flabuless/Layouts/Common UI/DashBoards.strings,"""aBJ-nW-rse.text""","""CHECK IN"";",,,,"""チェックイン"";",,,,,
15,Flabuless/Layouts/Common UI/DashBoards.strings,"""smy-vq-JKX.text""","""30Million"";","""30 मिलियन "";","""30Juta"";","""3 千萬"";","""30百万"";","""3000 万"";",,"""30 ล้าน"";","""30Triệu"";","""3천만"";"
16,Flabuless/Layouts/Common UI/DashBoards.strings,"""Nyf-oR-Dpj.text""","""(The Great Barrier Reaf)"";","""(महान बैरियर रीफ)"";","""(Karang Penghalang Besar)"";","""（大堡礁）"";","""（グレートバリアリーフ）"";","""（大堡礁）"";",,"""(เกรตแบร์ริเออร์รีฟ)"";","""(Rạn San hô Great Barrier)"";","""(그레이트 배리어 리프)"";"
17,Flabuless/Layouts/Common UI/DashBoards.strings,"""IMK-us-eu9.text""","""       Active                Fit               Athletic                 SuperHero"";",,,,""" アクティブフィットアスレチックスーパーヒーロー"";",,,,,
18,Flabuless/Layouts/Common UI/DashBoards.strings,"""TwA-yN-k4l.text""","""Today 12/16/2014"";","""आज 12/16/2014"";","""Hari Ini 12/16/2014"";","""今天 2014 / 12 / 16"";","""今日2014年12月16日"";","""今天 2014-12-16"";",,"""วันนี้ 12/16/2014"";","""Hôm nay, ngày 16/12/2014"";","""오늘 2014/12/16"";"
19,Flabuless/Layouts/Common UI/DashBoards.strings,"""9Cx-rL-u88.text""","""0 Events & Facilities"";",,,,"""0イベント＆施設"";",,,,,
20,Flabuless/Layouts/Common UI/DashBoards.strings,"""UL6-mz-lC6.text""","""DASHBOARD"";","""डैशबोर्ड"";","""DASBOR"";","""主頁"";","""ダッシュボード"";","""主页"";",,"""แดชบอร์ด"";","""Tổng hợp"";","""대시보드"";"
21,Flabuless/Layouts/Common UI/DashBoards.strings,"""eoK-jn-ire.text""",,"""इन्टरनेट कनेक्शन नहीं है "";","""Tak Ada Koneksi Internet"";","""無網路連線"";",,"""没有互联网连接"";",,"""ไม่มีการเชื่อมต่ออินเทอร์เน็ต"";","""Không có Kết nối Internet"";","""인터넷 연결 없음"";"
22,Flabuless/Layouts/Common UI/DashBoards.strings,"""A5z-bQ-1Ri.text""","""50Million"";","""50 मिलियन "";","""50Juta"";","""5 千萬"";","""50百万"";","""5000 万"";",,"""50 ล้าน"";","""50Triệu"";","""5천만"";"
23,Flabuless/Layouts/Common UI/DashBoards.strings,"""SJ7-N4-iPD.text""",,"""डैशबोर्ड"";","""DASBOR"";","""主頁"";",,"""主页"";",,"""แดชบอร์ด"";","""Tổng hợp"";","""대시보드"";"
24,Flabuless/Layouts/Common UI/DashBoards.strings,"""L7t-4s-aGg.text""",,"""वर्तमान में आप <textName> हैं और फिट होने से <next_goal> अंक दूर हैं."";","""Saat ini Anda <textName> dan tersisa <next_goal> Poin lagi untuk menjadi Bugar."";","""您目前為<textName>,距離健康體魄只差 <next_goal> 分。"";",,"""当前您是 <textName>,距离\""健身\""还有 <next_goal> 分。"";",,"""ปัจจุบันคุณคือ <textName> และห่างจากการมีสุขภาพแข็งแรง <next_goal> คะแนน"";","""Hiện bạn đang là <textName> và còn thiếu <next_goal> Điểm để đạt danh hiệu Sung sức."";","""현재 당신은 <textName>이고 건강한 몸까지 <next_goal>포인트가 남았습니다."";"
25,Flabuless/Layouts/Common UI/DashBoards.strings,"""XhO-Ic-gel.text""",,"""आज कमाए हुए अंक"";","""Perolehan poin hari ini"";","""今天獲得的積分"";",,"""今天获得的分数"";",,"""คะแนนที่ได้รับวันนี้"";","""Số điểm nhận được hôm nay"";","""오늘 획득한 포인트"";"
