,Unnamed: 0,files,keys,en,zh-Hans,vi,id,ms,th,ru
114,1,SKOR/Forget Password/ForgotPasswordViewControllerLuxottica.strings,"""EpR-rz-7Qg.text""","""Forgot your password?"";","""找回密码吗?"";","""Quên mật khẩu của bạn?"";","""Forgot your password?"";","""Forgot your password?"";","""ลืมรหัสผ่านของคุณ?"";",
115,2,SKOR/Forget Password/ForgotPasswordViewControllerLuxottica.strings,"""VfU-T3-piQ.text""","""Reset instructions have been sent to your email address"";","""重置说明已发送到您的电子邮件"";","""Reset instructions have been sent to your email address"";","""Reset instructions have been sent to your email address"";","""Reset instructions have been sent to your email address"";","""คำแนะนำสำหรับการรีเซ็ทได้ส่งไปยังที่อยู่อีเมล์ของคุณ"";",
116,3,SKOR/Forget Password/ForgotPasswordViewControllerLuxottica.strings,"""DpS-fr-fH4.normalTitle""","""Submit"";","""提交"";","""Submit"";","""Submit"";","""Submit"";","""ยืนยัน"";",
117,4,SKOR/Forget Password/ForgotPasswordViewControllerLuxottica.strings,"""mfI-8M-hdb.text""","""Enter your email below and we'll send you instructions on how to change your password."";","""请输入您的电子邮件地址，我们会随后把重置说明发送到您输入的收件信箱。"";","""Enter your email below and we'll send you instructions on how to change your password."";","""Enter your email below and we'll send you instructions on how to change your password."";","""Enter your email below and we'll send you instructions on how to change your password."";","""ระบุอีเมลด้านล่างและเราจะทำการจัดส่งคู่มือการเปลี่ยนรหัสผ่านให้ท่าน"";",
118,0,SKOR/New Dashboard/New Point Summary Detail/NewPointSummaryDetailViewController.strings,"""M3B-Hh-ZJI.normalTitle""","""OVERALL"";","""整体"";","""TỔNG THỂ"";","""KESELURUHAN"";","""OVERALL"";","""รวมทั้งสิ้น"";",
119,1,SKOR/New Dashboard/New Point Summary Detail/NewPointSummaryDetailViewController.strings,"""yAz-0q-hza.text""","""  ELITE"";","""  精英"";","""  ELITE"";","""  ELIT"";","""  ELITE"";","""  อีลีท"";",
120,2,SKOR/New Dashboard/New Point Summary Detail/NewPointSummaryDetailViewController.strings,"""2Qb-5q-mAv.normalTitle""","""MONTHLY"";","""每月"";","""Hàng tháng"";","""BULANAN"";","""MONTHLY"";","""รายเดือน"";",
121,3,SKOR/New Dashboard/New Point Summary Detail/NewPointSummaryDetailViewController.strings,"""kCZ-JP-eFy.normalTitle""","""YEAR"";","""年"";","""NĂM"";","""TAHUN"";","""YEAR"";","""ปี"";",
122,4,SKOR/New Dashboard/New Point Summary Detail/NewPointSummaryDetailViewController.strings,"""hDy-Rq-eFv.text""","""  Pro"";","""  专业版"";","""  Pro"";","""  Pro"";","""  Pro"";","""  มือโปร"";",
123,5,SKOR/New Dashboard/New Point Summary Detail/NewPointSummaryDetailViewController.strings,"""AYx-2p-XwG.normalTitle""","""See Points History >"";","""查看积分记录 >"";","""Xem lịch sử điểm >"";","""Rujuk Mata lama >"";","""See Points History >"";","""ดูประวัติคะแนน"";",
124,6,SKOR/New Dashboard/New Point Summary Detail/NewPointSummaryDetailViewController.strings,"""t2K-wq-lgg.text""","""  BASIC"";","""  基本"";","""  BASIC"";","""  DASAR"";","""  BASIC"";","""  เบสิค"";",
125,7,SKOR/New Dashboard/New Point Summary Detail/NewPointSummaryDetailViewController.strings,"""cge-KJ-cao.normalTitle""","""CLOSE"";","""关闭"";","""ĐÓNG"";","""TUTUP"";","""CLOSE"";","""ปิด"";",
126,0,SKOR/Presentation Layer/Rewards/RedeemView/Custom Cell/RedeemLinkTableViewCell/RedeemLinkTableViewCell.strings,"""XOG-hw-Ns0.normalTitle""",,,"""Nhấp vào liên kết để biết thêm chi tiết."";","""Klik pautan untuk maklumat lebih lanjut."";","""Click link for more details."";",,
127,0,SKOR/Receipt/Receipt list/TotalPointsSumCell/TotalPointsSumTableViewCell.strings,"""ixn-zx-e1f.text""","""100"";","""100"";",,"""100"";","""100"";","""100"";",
128,1,SKOR/Receipt/Receipt list/TotalPointsSumCell/TotalPointsSumTableViewCell.strings,"""dcM-l7-rtU.text""","""10.0"";","""10.0"";",,"""10.0"";","""10.0"";","""10.0"";",
129,2,SKOR/Receipt/Receipt list/TotalPointsSumCell/TotalPointsSumTableViewCell.strings,"""ZFa-q8-sbc.text""","""Total Qty"";","""总数（量"";",,"""Jumlah total"";","""Kuantiti keseluruhan"";","""ปริมาณรวม"";",
130,3,SKOR/Receipt/Receipt list/TotalPointsSumCell/TotalPointsSumTableViewCell.strings,"""Feh-Ds-0Ul.text""","""Total Amount"";","""总金额"";",,"""Jumlah total"";","""Jumlah keseluruhan"";","""จำนวนเงินทั้งหมด"";",
131,0,SKOR/Forget Password/ForgotPasswordViewControllerMurata.strings,"""tMY-VW-H1F.placeholder""","""Email Address"";","""请输入电子邮件"";","""Địa chỉ email"";","""E-mel"";","""Email Address"";","""Email Address"";",
132,1,SKOR/Forget Password/ForgotPasswordViewControllerMurata.strings,"""EpR-rz-7Qg.text""","""Forgot your password?"";","""Forgot your password?"";","""Quên mật khẩu của bạn?"";","""Lupa kata laluan anda?"";","""Forgot your password?"";","""Forgot your password?"";",
133,2,SKOR/Forget Password/ForgotPasswordViewControllerMurata.strings,"""VfU-T3-piQ.text""","""Reset instructions have been sent to your email address"";","""Reset instructions have been sent to your email address"";","""Reset instructions have been sent to your email address"";","""Arahan semula telah dihantar ke alamat e-mel anda"";","""Reset instructions have been sent to your email address"";","""Reset instructions have been sent to your email address"";",
134,3,SKOR/Forget Password/ForgotPasswordViewControllerMurata.strings,"""DpS-fr-fH4.normalTitle""","""SUBMIT"";","""SUBMIT"";","""SUBMIT"";","""Kirim"";","""SUBMIT"";","""SUBMIT"";",
135,4,SKOR/Forget Password/ForgotPasswordViewControllerMurata.strings,"""mfI-8M-hdb.text""","""Enter your email below and we'll send you instructions on how to change your password."";","""Enter your email below and we'll send you instructions on how to change your password."";","""Enter your email below and we'll send you instructions on how to change your password."";","""Masukkan e-mel anda di bawah dan kami akan menghantar arahan mengenai cara menukar kata laluan anda."";","""Enter your email below and we'll send you instructions on how to change your password."";","""Enter your email below and we'll send you instructions on how to change your password."";",
136,0,SKOR/StrengthHeader.strings,"""CgY-E9-KJC.text""","""Select Strength"";","""选择实力"";","""Chọn Giá trị Cốt lõi"";","""Pilih Kekuatan"";","""Select Strength"";","""เลือกจุดเด่น"";",
137,1,SKOR/StrengthHeader.strings,"""Rfu-SX-ftR.text""","""Points remaining for allocation"";","""可分配的剩余积分"";","""Điểm còn lại để phân bổ"";","""Sisa mata untuk peruntukan"";","""Points remaining for allocation"";","""คะแนนคงเหลือในการให้"";",
138,0,SKOR/Presentation Layer/Rewards/RedeemView/Custom Cell/RedeemExpireTimeTableViewCell/RedeemExpireTimeTableViewCell.strings,"""JN7-gf-eRk.text""","""Valid Till:""",,"""CÓ HIỆU LỰC ĐẾN:"";","""SAH SEHINGGA:"";","""Valid Till:"";",,
139,0,SKOR/ScratchView/RandomPointScratch.strings,"""AsY-h3-rht.text""","""Points"";","""点"";","""Điểm"";","""Point"";","""Points"";","""คะแนน"";",
140,1,SKOR/ScratchView/RandomPointScratch.strings,"""fTq-3o-81B.text""","""Checked-in Successfully"";","""已成功签入"";","""Làm thủ tục thành công"";","""Telah diperiksa dengan berjaya"";","""Checked-in Successfully"";","""เช็คอินสำเร็จ"";",
141,2,SKOR/ScratchView/RandomPointScratch.strings,"""Cyk-Z1-0Nn.text""","""Congratulations..!"";","""祝贺。。！"";","""Xin chúc mừng..!"";","""Tahniah..!"";","""Congratulations..!"";","""ยินดีด้วย!!"";",
142,3,SKOR/ScratchView/RandomPointScratch.strings,"""yfa-rf-gNR.text""","""You have won a scratch card"";","""你赢得了一张刮刮牌。"";","""Bạn đã giành được một thẻ cào"";","""Anda telah memenangi kad scratch"";","""You have won a scratch card"";","""คุณชนะรางวัลคูปองบัตรขูด"";",
143,4,SKOR/ScratchView/RandomPointScratch.strings,"""eSq-wP-NGR.text""","""Check-in successfully"";","""已成功签入"";","""Làm thủ tục thành công"";","""Telah diperiksa dengan berjaya"";","""Check-in successfully"";","""เช็คอินสำเร็จ"";",
144,5,SKOR/ScratchView/RandomPointScratch.strings,"""JVu-RK-TK8.text""","""Swipe back and forth to see how many points you have won."";","""来回轻扫，查看您赢得了多少积分。"";","""Vuốt qua vuốt qua lại để xem bạn đã giành được bao nhiêu điểm."";","""Leret ke belakang untuk melihat berapa banyak mata yang anda telah menang."";","""Swipe back and forth to see how many points you have won."";","""ปัดกลับเพื่อดูคะแนนที่ได้รับจากการชนะ"";",
145,0,SKOR/Login/LogInViewControllerNutc.strings,"""Gl7-kq-LhF.text""",,,"""I accept the Terms of service and Privacy Policy"";","""I accept the Terms of service and Privacy Policy"";","""I accept the Terms of service and Privacy Policy"";",,
146,1,SKOR/Login/LogInViewControllerNutc.strings,"""wDU-RD-DoY.placeholder""","""Email or Username"";","""电邮地址或用户名"";","""Email or Username"";","""Email or Username"";","""Email or Username"";","""อีเมล หรือ ชื่อผู้ใช้งาน"";",
147,2,SKOR/Login/LogInViewControllerNutc.strings,"""AwY-8J-qOj.normalTitle""",,,"""Login"";","""Login"";","""Login"";",,
148,3,SKOR/Login/LogInViewControllerNutc.strings,"""Zrr-ot-gaa.text""","""Version:1.0"";","""版本：1.0"";","""Version:1.0"";","""Version:1.0"";","""Version:1.0"";","""Version:1.0"";",
149,4,SKOR/Login/LogInViewControllerNutc.strings,"""QjE-AI-CXa.text""",,,"""I accept the Terms of service and Privacy Policy"";","""I accept the Terms of service and Privacy Policy"";","""I accept the Terms of service and Privacy Policy"";",,
150,5,SKOR/Login/LogInViewControllerNutc.strings,"""BtW-RI-F0j.normalTitle""","""Location >"";","""位置 >"";","""Vị trí >"";","""Location >"";","""Location >"";","""ตำแหน่งที่ตั้ง >"";",
151,6,SKOR/Login/LogInViewControllerNutc.strings,"""449-cm-oK7.text""",,,"""Version"";","""Version"";","""Version"";",,
152,7,SKOR/Login/LogInViewControllerNutc.strings,"""1SV-BZ-sQx.normalTitle""","""Forgot Password"";","""忘记密码？"";","""Forgot Password"";","""Forgot Password"";","""Forgot Password"";","""ลืมรหัสผ่าน?"";",
153,8,SKOR/Login/LogInViewControllerNutc.strings,"""RsR-wR-d4i.text""","""I accept the Terms of service and Privacy Policy"";","""我接受服务条款和隐私政策"";","""I accept the Terms of service and Privacy Policy"";","""I accept the Terms of service and Privacy Policy"";","""I accept the Terms of service and Privacy Policy"";","""ฉันยอมรับ เงื่อนไขการให้บริการ และนโยบายความเป็นส่วนตัว"";",
154,9,SKOR/Login/LogInViewControllerNutc.strings,"""HEc-v3-aMb.placeholder""","""Password"";","""密码"";","""Mật khẩu"";","""Password"";","""Password"";","""รหัสผ่าน"";",
155,10,SKOR/Login/LogInViewControllerNutc.strings,"""KfV-me-zMJ.normalTitle""","""Login"";","""登录"";","""Đăng nhập"";","""Login"";","""Login"";","""เข้าสู่ระบบ"";",
156,0,SKOR/Presentation Layer/Rewards/RewardRedeemCell/RewardDescriptionTableViewCell.strings,"""ffS-E3-r0l.text""","""N/A"";","""N/A"";",,,,"""N/A"";",
157,0,SKOR/ConversactionListView/ConversactionListViewControllerCerraSG.strings,"""ueP-rY-eWc.text""",,"""聊天室"";","""CONVERSATIONS"";","""PERUNDINGAN"";","""CONVERSATIONS"";","""CHAT"";",
158,0,SKOR/SettingView/SettingViewControllerCerraSG.strings,"""dVG-tW-VoG.normalTitle""","""Send Logs"";","""Send Logs"";","""Gửi Lược sử"";","""Hantar Logs"";","""Send Logs"";","""ส่ง Logs"";",
159,1,SKOR/SettingView/SettingViewControllerCerraSG.strings,"""MpZ-3y-nw7.text""","""SETTINGS"";","""SETTINGS"";","""CÀI ĐẶT"";","""Tetapan"";","""SETTINGS"";","""การตั้งค่า"";",
160,2,SKOR/SettingView/SettingViewControllerCerraSG.strings,"""IQa-fY-yMJ.normalTitle""","""LOGOUT"";","""LOGOUT"";","""ĐĂNG XUẤT"";","""Log KEluar"";","""LOGOUT"";","""ออกจากระบบ"";",
161,0,SKOR/Receipt/Receipt Detail/Custom Cell/ReceiptDetailCell.strings,"""aSg-1q-kAm.text""","""Label"";","""Label"";",,,,"""Label"";",
162,1,SKOR/Receipt/Receipt Detail/Custom Cell/ReceiptDetailCell.strings,"""tZb-7Z-XVd.text""","""(Optional)"";","""(Optional)"";",,,,"""(ไม่จำเป็น)"";",
163,2,SKOR/Receipt/Receipt Detail/Custom Cell/ReceiptDetailCell.strings,"""mI5-OP-vAg.placeholder""","""Add"";","""Add"";",,,,"""เพิ่ม"";",
164,0,SKOR/Forget Password/ForgotPasswordViewControllerThuraya.strings,"""B8y-TP-huc.placeholder""",,,"""Email Address"";","""Email Address"";","""Email Address"";",,
165,1,SKOR/Forget Password/ForgotPasswordViewControllerThuraya.strings,"""tMY-VW-H1F.placeholder""",,,"""Địa chỉ email"";","""Email Address"";","""Email Address"";",,
166,2,SKOR/Forget Password/ForgotPasswordViewControllerThuraya.strings,"""EpR-rz-7Qg.text""",,,"""Quên mật khẩu của bạn?"";","""Forgot your password?"";","""Forgot your password?"";",,
167,3,SKOR/Forget Password/ForgotPasswordViewControllerThuraya.strings,"""VfU-T3-piQ.text""",,,"""Reset instructions have been sent to your email address"";","""Reset instructions have been sent to your email address"";","""Reset instructions have been sent to your email address"";",,
168,4,SKOR/Forget Password/ForgotPasswordViewControllerThuraya.strings,"""vOr-Oi-S9N.normalTitle""",,,"""SUBMIT"";","""SUBMIT"";","""SUBMIT"";",,
169,5,SKOR/Forget Password/ForgotPasswordViewControllerThuraya.strings,"""DpS-fr-fH4.normalTitle""",,,"""Submit"";","""Submit"";","""Submit"";",,
170,6,SKOR/Forget Password/ForgotPasswordViewControllerThuraya.strings,"""bi2-bT-6dR.text""",,,"""Enter your email below and we'll send you instructions on how to change your password."";","""Enter your email below and we'll send you instructions on how to change your password."";","""Enter your email below and we'll send you instructions on how to change your password."";",,
171,7,SKOR/Forget Password/ForgotPasswordViewControllerThuraya.strings,"""mfI-8M-hdb.text""",,,"""Enter your email below and we'll send you instructions on how to change your password."";","""Enter your email below and we'll send you instructions on how to change your password."";","""Enter your email below and we'll send you instructions on how to change your password."";",,
172,0,SKOR/Connect App/ConnectappViewControllerCerraSG.strings,"""eDP-ep-sqM.normalTitle""",,"""连接"";",,,,,
173,1,SKOR/Connect App/ConnectappViewControllerCerraSG.strings,"""KxK-Uf-mBU.text""",,"""您想要连接哪一个机制来追踪您的步数呢？"";","""Which Mechanism You Would like To Connect To track Your Steps?"";","""Mekanisme yang mana anda suka Untuk Sambung untuk jejaki langkah Anda?"";","""Which Mechanism You Would like To Connect To track Your Steps?"";","""กลไกใดที่คุณต้องการเชื่อมต่อเพื่อติดตามขั้นตอนของคุณ?"";",
174,2,SKOR/Connect App/ConnectappViewControllerCerraSG.strings,"""cVB-eh-1oj.normalTitle""",,"""运动追踪器"";","""Trình theo dõi hoạt động"";","""Pelacak Aktiviti"";","""Activity trackers"";","""แทรกเกอร์กิจกรรม"";",
175,3,SKOR/Connect App/ConnectappViewControllerCerraSG.strings,"""Ruu-1b-bS7.normalTitle""",,"""连接"";","""Kết nối"";","""Sambung"";","""Connect"";","""เชื่อมต่อ"";",
176,4,SKOR/Connect App/ConnectappViewControllerCerraSG.strings,"""kE7-E6-sdQ.text""",,"""连接Apps"";","""Kết nối Ứng dụng"";","""Sambungkan Aplikasi"";","""CONNECT APPS"";","""เชื่อมต่อแอพฯ"";",
177,5,SKOR/Connect App/ConnectappViewControllerCerraSG.strings,"""qnV-La-DrY.normalTitle""",,"""连接"";","""Kết nối"";","""Sambung"";","""Connect"";","""เชื่อมต่อ"";",
178,6,SKOR/Connect App/ConnectappViewControllerCerraSG.strings,"""dBu-dN-l7u.normalTitle""",,"""连接"";","""Kết nối"";","""Sambung"";","""Connect"";","""เชื่อมต่อ"";",
179,7,SKOR/Connect App/ConnectappViewControllerCerraSG.strings,"""qJ1-nW-GJI.normalTitle""",,"""连接"";","""Kết nối"";","""Sambung"";","""Connect"";","""เชื่อมต่อ"";",
180,8,SKOR/Connect App/ConnectappViewControllerCerraSG.strings,"""b9r-i0-dhP.normalTitle""",,"""步数追踪器"";","""Theo dõi bước chân"";","""Pelacak Langkah"";","""Step Tracker"";","""ตัวนับก้าวเดิน"";",
181,9,SKOR/Connect App/ConnectappViewControllerCerraSG.strings,"""BEO-GB-NQU.normalTitle""",,"""步数追踪器"";","""Step Tracker"";","""Pelacak Langkah"";","""Step Tracker"";","""ตัวนับก้าวเดิน"";",
182,10,SKOR/Connect App/ConnectappViewControllerCerraSG.strings,"""uaE-Z1-UhP.normalTitle""",,"""连接"";","""Kết nối"";","""Sambung"";","""Connect"";","""เชื่อมต่อ"";",
